PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
0.3378746594005449,0.3415233415233415,0.4863186635230529,0.609375,0.4343434343434343,0.0199535220665545,0.2737642585551331,0.4299610894941637,0.4728171334431631,0.0,0.0571428571428571
0.329700272479564,0.3341523341523341,0.4950251268531706,0.6015625,0.4241414141414141,0.0199535220665545,0.2604562737642585,0.4260700389105061,0.471169686985173,0.0,0.1523809523809524
0.3405994550408719,0.339066339066339,0.4601992735326997,0.58203125,0.3939393939393939,0.0199535220665545,0.2813688212927756,0.4241245136186755,0.471169686985173,0.0,0.1523809523809524
0.3365122615803814,0.3316953316953316,0.4079604935519932,0.5546875,0.3837373737373737,0.0199535220665545,0.241444866920152,0.4124513618677028,0.4612850082372323,0.0,0.0380952380952381
0.3256130790190735,0.3243243243243243,0.3731346402315222,0.5546875,0.4343434343434343,0.0199535220665545,0.2357414448669201,0.4163424124513604,0.4843492586490939,0.0,0.1333333333333333
0.3256130790190735,0.3218673218673218,0.3078361652556391,0.53515625,0.4746464646464646,0.0199535220665545,0.2281368821292775,0.4182879377431909,0.4695222405271829,0.0,0.0857142857142857
0.3256130790190735,0.3194103194103194,0.2860700069303448,0.5546875,0.5454545454545455,0.0199535220665545,0.2110266159695817,0.4143968871595334,0.471169686985173,0.0,0.0095238095238095
0.3514986376021798,0.3427518427518427,0.3383087869110512,0.63671875,0.6161616161616162,0.0199535220665545,0.2680608365019011,0.4202334630350179,0.4958813838550247,0.0,0.0
0.3937329700272479,0.3832923832923832,0.4340798835423464,0.671875,0.6564646464646465,0.0199535220665545,0.3878326996197718,0.4202334630350179,0.4909390444810543,0.0,0.0857142857142857
0.4046321525885558,0.4115479115479115,0.5820897601543481,0.69921875,0.5251515151515151,0.0199535220665545,0.3973384030418251,0.4046692607003876,0.4827018121911038,0.0,0.1047619047619047
0.3896457765667575,0.382063882063882,0.5472639068338772,0.6953125,0.4141414141414141,0.0199535220665545,0.4182509505703422,0.3910505836575879,0.4827018121911038,0.0,0.0952380952380952
0.3501362397820163,0.3402948402948402,0.5211445168435239,0.84765625,0.504949494949495,0.0199535220665545,0.4980988593155893,0.3579766536964968,0.4876441515650741,0.0,0.3047619047619048
0.3882833787465939,0.3955773955773956,0.5254977485085828,0.984375,0.5151515151515152,0.0199535220665545,0.5228136882129277,0.3132295719844364,0.4843492586490939,0.0,0.2571428571428572
0.4209809264305177,0.3894348894348894,0.4689057368628174,0.78125,0.3535353535353535,0.0349018000903249,0.55893536121673,0.2859922178988299,0.4761120263591433,0.0,0.238095238095238
0.3978201634877384,0.3624078624078624,0.3774878718965811,0.578125,0.3231313131313131,0.0806809015381217,0.5627376425855513,0.2607003891050574,0.4695222405271829,0.0,0.1714285714285714
0.4155313351498637,0.3931203931203931,0.3165426285857569,0.51171875,0.303030303030303,0.0974977143148634,0.5893536121673004,0.237354085603112,0.4464579901153213,0.0,0.2857142857142857
0.326975476839237,0.3574938574938575,0.207711836959285,0.37109375,0.1919191919191919,0.0993662490678347,0.5817490494296578,0.2295719844357968,0.4629324546952224,0.0,0.0857142857142857
0.2874659400544959,0.2665847665847665,0.2599506169399915,0.390625,0.1919191919191919,0.0993662490678347,0.5475285171102662,0.2217898832684817,0.4678747940691927,0.0,0.0380952380952381
0.276566757493188,0.2727272727272727,0.2599506169399915,0.48828125,0.202020202020202,0.0993662490678347,0.4562737642585551,0.2295719844357968,0.4892915980230642,0.0,0.0666666666666666
0.2588555858310626,0.2567567567567567,0.2599506169399915,0.66015625,0.2322222222222222,0.0180849873135832,0.4315589353612167,0.239299610894939,0.4991762767710049,0.0,0.0952380952380952
0.2465940054495912,0.2972972972972972,0.3470152502411689,0.85546875,0.3636363636363636,0.0993662490678347,0.4125475285171102,0.2431906614786001,0.5288303130148271,0.0,0.0476190476190476
0.3474114441416893,0.4262899262899262,0.447139578537523,0.99609375,0.494949494949495,0.0993662490678347,0.3821292775665399,0.2412451361867695,0.5271828665568369,0.0,0.0571428571428571
0.5926430517711171,0.6756756756756757,0.4950251268531706,1.0,0.5454545454545455,0.0993662490678347,0.3726235741444866,0.2529182879377423,0.5107084019769358,0.0,0.0761904761904762
0.7043596730245232,0.7162162162162162,0.4776122001929351,0.96484375,0.5353535353535354,0.0993662490678347,0.3517110266159695,0.2509727626459117,0.5024711696869851,0.0,0.0380952380952381
0.2043596730245231,0.2002457002457002,0.2120650686243439,0.41015625,0.1616161616161616,0.0993662490678347,0.3631178707224334,0.5233463035019454,0.5304777594728172,0.0,0.0666666666666666
0.215258855585831,0.2174447174447174,0.242537690279756,0.453125,0.1919191919191919,0.0993662490678347,0.344106463878327,0.5058365758754846,0.5370675453047776,0.0,0.0666666666666666
0.2901907356948229,0.2186732186732186,0.242537690279756,0.4453125,0.202020202020202,0.0993662490678347,0.3269961977186311,0.4844357976653697,0.5387149917627677,0.0,0.1047619047619047
0.2901907356948229,0.2137592137592137,0.2904232385954036,0.41796875,0.2016551052695631,0.0993662490678347,0.344106463878327,0.4591439688715937,0.5370675453047776,0.0,0.0380952380952381
0.2847411444141689,0.2125307125307125,0.2599506169399915,0.421875,0.2012900085189241,0.0993662490678347,0.3403041825095056,0.4435797665369634,0.5337726523887973,0.0,0.0380952380952381
0.2833787465940054,0.2014742014742014,0.2338312269496383,0.34765625,0.2009249117682852,0.0993662490678347,0.3326996197718631,0.4319066147859907,0.5403624382207578,0.0,0.0952380952380952
0.2316076294277929,0.214987714987715,0.2164183002894028,0.3671875,0.2005598150176463,0.0993662490678347,0.3193916349809885,0.4066147859922182,0.5387149917627677,0.0,0.1142857142857142
0.2888283378746594,0.2039312039312039,0.2033586052942262,0.40625,0.2001947182670074,0.0993662490678347,0.3288973384030418,0.3988326848249031,0.5469522240527183,0.0,0.0952380952380952
0.2356948228882833,0.226044226044226,0.2207715319544616,0.41015625,0.1998296215163685,0.0993662490678347,0.3669201520912547,0.3929961089494149,0.5485996705107085,0.0,0.0761904761904762
0.2547683923705722,0.2567567567567567,0.2817167752652859,0.44140625,0.1994645247657295,0.0993662490678347,0.3897338403041824,0.3735408560311271,0.5518945634266886,0.0,0.1523809523809524
0.268392370572207,0.2714987714987715,0.3513684819062279,0.48046875,0.1990994280150906,0.0993662490678347,0.4144486692015209,0.3521400778210122,0.556836902800659,0.0,0.1428571428571428
0.3038147138964577,0.3267813267813267,0.3905475668917577,0.5625,0.1987343312644517,0.0993662490678347,0.4448669201520912,0.3151750972762634,0.5601317957166392,0.0,0.0952380952380952
0.3705722070844686,0.3894348894348894,0.4776122001929351,0.56640625,0.1983692345138128,0.0993662490678347,0.4790874524714829,0.2879377431906604,0.5634266886326195,0.0,0.1809523809523809
0.4291553133514986,0.4299754299754299,0.5298509801736416,0.56640625,0.1980041377631739,0.0993662490678347,0.5019011406844106,0.2587548638132269,0.5700164744645799,0.0,0.1047619047619047
0.4686648501362397,0.4570024570024569,0.5298509801736416,0.5390625,0.1976390410125349,0.0993662490678347,0.520912547528517,0.235408560311285,0.5749588138385503,0.0,0.2285714285714285
0.489100817438692,0.4484029484029483,0.4558460418676407,0.515625,0.197273944261896,0.0993662490678347,0.5057034220532319,0.2198443579766511,0.5782537067545305,0.0,0.1619047619047618
0.5463215258855586,0.4496314496314496,0.3992540302218754,0.5078125,0.1969088475112571,0.0993662490678347,0.5190114068441065,0.2081712062256784,0.5782537067545305,0.0,0.0571428571428571
