PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
0.0081743869209809,0.0085995085995086,0.0118164120316358,0.05859375,0.0202020202020202,0.082549436291093,0.2091254752851711,0.7276264591439698,0.1729818780889621,0.0,0.5428571428571428
0.0013623978201634,0.0024570024570024,0.0118164120316358,0.0546875,0.0202020202020202,0.0816151689146073,0.2053231939163498,0.739299610894939,0.1614497528830313,0.0,0.3714285714285714
0.0054495912806539,0.0061425061425061,0.0161696436966946,0.05859375,0.0202020202020202,0.0554556823730092,0.1958174904942965,0.7431906614785966,0.1202635914332784,0.0,0.5047619047619047
0.0,0.0012285012285012,0.0205228753617535,0.0625,0.0151515151515151,0.066666890890837,0.1920152091254752,0.7607003891050574,0.1054365733113674,0.0,0.4666666666666667
0.0,0.0012285012285012,0.0292293386918712,0.076171875,0.0101010101010101,0.0778780994086648,0.182509505703422,0.7782101167315147,0.1219110378912685,0.0,0.3047619047619048
0.0013623978201634,0.0024570024570024,0.037935802021989,0.08984375,0.0202020202020202,0.0722724951497509,0.1730038022813688,0.7859922178988334,0.1746293245469522,0.0,0.2285714285714285
0.0027247956403269,0.0036855036855036,0.0422890336870479,0.10546875,0.0303030303030303,0.0619955540084087,0.1711026615969581,0.7996108949416332,0.1894563426688633,0.0,0.2095238095238095
0.0,0.0049140049140049,0.0509954970171656,0.1484375,0.0303030303030303,0.047981543361124,0.1920152091254752,0.8249027237354092,0.1894563426688633,0.0,0.2857142857142857
0.0,0.0049140049140049,0.0509954970171656,0.15234375,0.0404040404040404,0.0498500781140953,0.2129277566539923,0.84241245136187,0.1762767710049423,0.0,0.438095238095238
0.0,0.0049140049140049,0.037935802021989,0.11328125,0.0303030303030303,0.06386408876138,0.2262357414448669,0.844357976653697,0.1416803953871499,0.0,0.5238095238095237
0.0,0.0049140049140049,0.0292293386918712,0.06640625,0.0202020202020202,0.0760095646556935,0.2452471482889733,0.8385214007782089,0.1548599670510708,0.0,0.4952380952380952
0.0040871934604904,0.0049140049140049,0.0292293386918712,0.06640625,0.0303030303030303,0.0769438320321791,0.2737642585551331,0.8307392996108938,0.1482701812191104,0.0,0.5047619047619047
0.0,0.0049140049140049,0.0248761070268124,0.0625,0.0202020202020202,0.0797466341616361,0.2946768060836501,0.8073929961089483,0.1762767710049423,0.0,0.438095238095238
0.0,0.0049140049140049,0.0205228753617535,0.0546875,0.0202020202020202,0.0844179710440643,0.3136882129277566,0.791828793774318,0.1762767710049423,0.0,0.4285714285714285
0.0,0.0049140049140049,0.0205228753617535,0.0546875,0.0202020202020202,0.08535223842055,0.3365019011406844,0.7879377431906605,0.1598023064250412,0.0,0.3809523809523809
0.0,0.0098280098280098,0.0205228753617535,0.05859375,0.0202020202020202,0.08535223842055,0.3326996197718631,0.789883268482491,0.1746293245469522,0.0,0.2
0.0081743869209809,0.0184275184275184,0.0248761070268124,0.06640625,0.0202020202020202,0.0844179710440643,0.3250950570342205,0.789883268482491,0.1845140032948929,0.0,0.1714285714285714
0.0081743869209809,0.0245700245700245,0.037935802021989,0.07421875,0.0303030303030303,0.0806809015381217,0.3022813688212927,0.7996108949416332,0.1812191103789127,0.0,0.3333333333333333
0.0108991825613079,0.0257985257985257,0.0335825703569301,0.1015625,0.0303030303030303,0.0732067625262365,0.279467680608365,0.8229571984435822,0.1911037891268533,0.0,0.0476190476190476
0.0136239782016348,0.0184275184275184,0.0509954970171656,0.15625,0.0505050505050505,0.0582584845024661,0.2756653992395437,0.8365758754863784,0.200988467874794,0.0,0.1047619047619047
0.0027247956403269,0.0135135135135135,0.037935802021989,0.140625,0.0404040404040404,0.0591927518789518,0.2490494296577946,0.8599221789883238,0.2125205930807249,0.0,0.1142857142857142
0.0163487738419618,0.0184275184275184,0.0553487286822245,0.19140625,0.0505050505050505,0.0442444738551814,0.2338403041825094,0.8813229571984458,0.200988467874794,0.0,0.0952380952380952
0.0217983651226158,0.0233415233415233,0.07276165534246,0.2265625,0.0606060606060606,0.0330332653373536,0.2205323193916349,0.8910505836575879,0.2092257001647446,0.0,0.1714285714285714
0.0068119891008174,0.0147420147420147,0.0684084236774011,0.21875,0.0505050505050505,0.0358360674668106,0.2091254752851711,0.8891050583657574,0.200988467874794,0.0,0.2
0.0013623978201634,0.011056511056511,0.0466422653521067,0.16796875,0.0404040404040404,0.047981543361124,0.2053231939163498,0.892996108949415,0.2240527182866556,0.0,0.0571428571428571
0.0,0.0049140049140049,0.0466422653521067,0.16015625,0.0404040404040404,0.0489158107376096,0.1882129277566539,0.8968871595330725,0.2388797364085667,0.0,0.0
0.0,0.0049140049140049,0.0422890336870479,0.1328125,0.0303030303030303,0.0563899497494948,0.1768060836501901,0.8910505836575879,0.2504118616144976,0.0,0.0
0.0,0.0049140049140049,0.0466422653521067,0.15234375,0.0404040404040404,0.0423759391022101,0.1596958174904942,0.8852140077820998,0.2652388797364086,0.0,0.0
0.0,0.0049140049140049,0.037935802021989,0.11328125,0.0303030303030303,0.0554556823730092,0.1596958174904942,0.8871595330739304,0.2602965403624382,0.0,0.0
0.0081743869209809,0.0085995085995086,0.0422890336870479,0.1171875,0.0404040404040404,0.0573242171259805,0.1730038022813688,0.8754863813229541,0.2273476112026359,0.0,0.0761904761904762
0.0,0.0049140049140049,0.0640551920123422,0.22265625,0.0505050505050505,0.0274276610784397,0.1749049429657794,0.8599221789883238,0.2224052718286656,0.0,0.1428571428571428
0.0136239782016348,0.0135135135135135,0.0597019603472834,0.16796875,0.0505050505050505,0.0433102064786958,0.182509505703422,0.8715953307393001,0.2207578253706754,0.0,0.1333333333333333
0.0,0.0049140049140049,0.0814681186725777,0.1796875,0.0505050505050505,0.0395731369727532,0.2015209125475285,0.8677042801556425,0.228995057660626,0.0,0.1523809523809524
0.0,0.0049140049140049,0.1032342769978721,0.18359375,0.0404040404040404,0.0405074043492388,0.2205323193916349,0.8677042801556425,0.2273476112026359,0.0,0.0476190476190476
0.0,0.0061425061425061,0.1032342769978721,0.20703125,0.0505050505050505,0.0330332653373536,0.247148288973384,0.8579766536964968,0.228995057660626,0.0,0.0571428571428571
0.0013623978201634,0.0147420147420147,0.0771148870075189,0.203125,0.0606060606060606,0.0311647305843823,0.2680608365019011,0.8385214007782089,0.2257001647446458,0.0,0.2952380952380952
0.0190735694822888,0.0245700245700245,0.0771148870075189,0.23046875,0.101010101010101,0.029296195831411,0.2908745247148289,0.8151750972762635,0.2322899505766062,0.0,0.1047619047619047
0.0272479564032697,0.0331695331695331,0.0814681186725777,0.203125,0.0707070707070707,0.0358360674668106,0.2908745247148289,0.7879377431906605,0.2322899505766062,0.0,0.0952380952380952
0.0395095367847411,0.0393120393120393,0.0771148870075189,0.1796875,0.0606060606060606,0.0433102064786958,0.2927756653992395,0.7723735408560302,0.2240527182866556,0.0,0.0380952380952381
0.0435967302452316,0.042997542997543,0.107587508662931,0.18359375,0.0808080808080808,0.0451787412316671,0.3003802281368821,0.7607003891050574,0.228995057660626,0.0,0.1428571428571428
0.053133514986376,0.0614250614250614,0.1859456786339907,0.2265625,0.1212121212121212,0.0377046022197819,0.2965779467680608,0.7451361867704307,0.2471169686985173,0.0,0.1809523809523809
0.0694822888283378,0.0823095823095823,0.1772392153038729,0.234375,0.101010101010101,0.0367703348432962,0.279467680608365,0.7431906614785966,0.2619439868204283,0.0,0.1238095238095238
